warranty_id,type1,original_damage,field_id,warranty_dmgdate,geom
3096,flood,1,12601,2021-09-20,"POLYGON ((100.52881199866533 15.857555082118584, 100.52765998989344 15.857873728521703, 100.52686672657728 15.858108842802073, 100.52624009549618 15.858375885849812, 100.52575092762709 15.858511664848415, 100.52466664463283 15.859165402357824, 100.52454091608524 15.858287839086914, 100.52603892982006 15.85778761663852, 100.52746318280697 15.857330932778352, 100.52856724709272 15.856953909801069, 100.52881199866533 15.857555082118584))"
3097,flood,1,12550,2021-09-26,"POLYGON ((100.51530439406633 15.854186042895396, 100.51341008394957 15.854345691342758, 100.5113410949707 15.854462444268723, 100.51124252378939 15.853411020455745, 100.51533792167902 15.852981418719807, 100.51530439406633 15.854186042895396))"
3098,flood,1,12603,2021-09-26,"POLYGON ((100.51516693085432 15.85179710649506, 100.5152940005064 15.85271791630157, 100.51724698394537 15.852143821714044, 100.51702000200747 15.852092540151752, 100.51678866147995 15.851591334762462, 100.51516693085432 15.85179710649506))"
3099,flood,1,12604,2021-09-26,"POLYGON ((100.51527958363293 15.85299496473446, 100.51517430692911 15.8518338744628, 100.51113188266754 15.852544720522225, 100.51125694066286 15.853444885418549, 100.51527958363293 15.85299496473446))"
3101,flood,1,12610,2021-09-26,"POLYGON ((100.51262218505144 15.846206039757623, 100.51283843815328 15.847195252170529, 100.51294371485709 15.84839991088688, 100.5121363699436 15.848501508281169, 100.51200594753028 15.846850463653622, 100.51193553954363 15.846183784841589, 100.51262218505144 15.846206039757623))"
3103,flood,1,12614,2021-09-26,"POLYGON ((100.51718596369028 15.858286871539853, 100.51742870360613 15.858979311531174, 100.51537144929169 15.859092514116897, 100.51548443734646 15.858339764105581, 100.51718596369028 15.858286871539853))"
3104,flood,1,12606,2021-09-24,"POLYGON ((100.51212832331657 15.852301859151083, 100.51205422729255 15.851199787343807, 100.5107094347477 15.85144103740825, 100.51069803535937 15.85271694872779, 100.51106549799444 15.852538270024784, 100.51212832331657 15.852301859151083))"
3105,flood,1,12619,2021-09-26,"POLYGON ((100.51533892750739 15.853471654861316, 100.51795206964016 15.852853699108413, 100.51787026226519 15.852664699737149, 100.51769591867924 15.852746620988071, 100.51738746464252 15.852122535029384, 100.51532048732042 15.852678245773062, 100.51533892750739 15.853471654861316))"
3106,flood,1,12617,2021-09-24,"POLYGON ((100.51232546567917 15.863636045782311, 100.51193822175264 15.864712249209944, 100.51155667752028 15.865878102898378, 100.51101621240376 15.865720721106694, 100.51141384989023 15.864540676258475, 100.51171727478504 15.863577671982952, 100.51180578768253 15.863358689457925, 100.51232546567917 15.863636045782311))"
3107,flood,1,12616,2021-09-26,"POLYGON ((100.51533088088036 15.856595269668269, 100.51542174071072 15.857095817591219, 100.51400151103735 15.85691843283794, 100.51284950226545 15.856783942839197, 100.51157645881176 15.85663268179824, 100.51149699836971 15.856267913235024, 100.51533088088036 15.856595269668269))"
3108,flood,1,12621,2021-09-26,"POLYGON ((100.51533121615648 15.856589141818738, 100.51404610276221 15.856498514127544, 100.51284313201903 15.856359831104902, 100.51149699836971 15.856274363613217, 100.51145944744349 15.855939588712216, 100.51285520195961 15.85599506204828, 100.51405951380731 15.856048277734242, 100.51522728055714 15.856139873185075, 100.51533121615648 15.856589141818738))"
3109,flood,1,12607,2021-09-24,"POLYGON ((100.51502678543329 15.850011594315392, 100.51677256822586 15.849795177296736, 100.51605172455311 15.849601982176424, 100.51495671272278 15.849731961551512, 100.51502678543329 15.850011594315392))"
3110,flood,1,12618,2021-09-26,"POLYGON ((100.50906255841257 15.855607070895456, 100.50925265997648 15.856749433400614, 100.50968784838913 15.856702668264138, 100.51039528101684 15.856643002384603, 100.51022596657276 15.855475482704097, 100.50906255841257 15.855607070895456))"
3111,flood,1,12608,2021-09-24,"POLYGON ((100.51489602774382 15.849710352083045, 100.5124806985259 15.849984501884641, 100.51072116941214 15.850460554067022, 100.51070708781481 15.850881775454551, 100.51496710628271 15.850203498929156, 100.51489602774382 15.849710352083045))"
3112,flood,1,12620,2021-09-26,"POLYGON ((100.50986554473637 15.85275210390526, 100.51000200212002 15.85369709858182, 100.51015421748161 15.854949129080302, 100.5100992321968 15.855078459969295, 100.51014214754103 15.85557546393576, 100.50949539989233 15.855615133894592, 100.5094001814723 15.854690789575029, 100.50923857837917 15.85334296798948, 100.50914235413074 15.852836605315902, 100.50986554473637 15.85275210390526))"
3113,flood,1,12629,2021-09-26,"POLYGON ((100.51799263805151 15.86084440472166, 100.52190966904163 15.860289684011695, 100.52062354981898 15.859903958711662, 100.51784344017506 15.860467065800021, 100.51799263805151 15.86084440472166))"
3114,flood,1,12625,2021-09-26,"POLYGON ((100.5206061154604 15.85962014698299, 100.51777336746453 15.860248402409486, 100.51785215735435 15.860491899237934, 100.5206413194537 15.859840101107539, 100.5206061154604 15.85962014698299))"
3115,flood,1,12627,2021-09-26,"POLYGON ((100.52186474204063 15.859785918882116, 100.52061248570679 15.85991847180068, 100.52194219082595 15.860366441968342, 100.5219093337655 15.859771405783555, 100.52186474204063 15.859785918882116))"
3116,flood,1,12626,2021-09-24,"POLYGON ((100.51142323762178 15.842970665273118, 100.50912793725729 15.842875193361289, 100.5091742053628 15.842304941272126, 100.51145374774933 15.842367514261039, 100.51142323762178 15.842970665273118, 100.51142323762178 15.842970665273118))"
3117,flood,1,12628,2021-09-26,"POLYGON ((100.51307380199434 15.8622444227048, 100.51286157220603 15.862652719138651, 100.51189564168453 15.862162827820708, 100.51209479570389 15.86176420569891, 100.51307380199434 15.8622444227048))"
3118,flood,1,12633,2021-09-26,"POLYGON ((100.5109340697527 15.869605886912732, 100.51074497401714 15.870023198350935, 100.50790786743164 15.86978648547737, 100.50800643861294 15.86934595369456, 100.5109340697527 15.869605886912732))"
3119,flood,1,12615,2021-09-26,"POLYGON ((100.51075402647257 15.869166644728322, 100.51068931818008 15.869525907496698, 100.50845470279455 15.869286936552422, 100.50824046134949 15.868940895802982, 100.51075402647257 15.869166644728322))"
3120,flood,1,12631,2021-09-25,"POLYGON ((100.49503192305565 15.866617279669722, 100.49582049250603 15.864823836051142, 100.4962020367384 15.864611950002288, 100.49591135233642 15.866965904422749, 100.49503192305565 15.866617279669722, 100.49503192305565 15.866617279669722))"
3121,flood,1,12631,2021-09-25,"POLYGON ((100.49503192305565 15.866617279669722, 100.49582049250603 15.864823836051142, 100.4962020367384 15.864611950002288, 100.49591135233642 15.866965904422749, 100.49503192305565 15.866617279669722, 100.49503192305565 15.866617279669722))"
3122,flood,1,12624,2021-09-26,"POLYGON ((100.51209781318904 15.861761948128017, 100.51190637052058 15.862170890557765, 100.51091127097607 15.86177097841145, 100.51114328205585 15.86131430357117, 100.51209781318904 15.861761948128017))"
3123,flood,1,12623,2021-09-26,"POLYGON ((100.51307648420334 15.862238617536269, 100.5128625780344 15.86265626673437, 100.51382314413786 15.863150026948427, 100.51397066563366 15.862719478429524, 100.51307648420334 15.862238617536269))"
3124,flood,1,12635,2021-09-26,"POLYGON ((100.50700195133687 15.856920690463044, 100.50721418112518 15.85747929064293, 100.50771877169609 15.857414787236948, 100.50855629146099 15.857365764634613, 100.50928417593241 15.857334480467694, 100.51083818078041 15.85724030542043, 100.51078822463752 15.856659128299723, 100.51024004817009 15.856662676000882, 100.50700195133687 15.856920690463044))"
3125,flood,1,12636,2021-09-24,"POLYGON ((100.49650110304357 15.864469724995269, 100.49653697758913 15.867305176036423, 100.49588788300754 15.866967194429964, 100.49608066678047 15.864719344328849, 100.49650110304357 15.864469724995269))"
3126,flood,1,12637,2021-09-26,"POLYGON ((100.52192106842995 15.860661540563193, 100.52186004817484 15.860310969834526, 100.51799565553665 15.860850854953513, 100.51815055310726 15.861187879280083, 100.52192106842995 15.860661540563193))"
3127,flood,1,12636,2021-09-24,"POLYGON ((100.49650110304357 15.864469724995269, 100.49653697758913 15.867305176036423, 100.49588788300754 15.866967194429964, 100.49608066678047 15.864719344328849, 100.49650110304357 15.864469724995269))"
3128,flood,1,12639,2021-09-26,"POLYGON ((100.51817737519741 15.861442017825594, 100.51805332303047 15.861153370595009, 100.51663443446161 15.861271409624152, 100.51672294735909 15.861547156267259, 100.51817737519741 15.861442017825594))"
3129,flood,1,12638,2021-09-26,"POLYGON ((100.5158606171608 15.860459325507051, 100.51586363464594 15.860036834065538, 100.51565643399954 15.85989396080528, 100.51529634743929 15.859887188029715, 100.51537413150072 15.859063810333367, 100.51622472703457 15.859040589292015, 100.51654424518348 15.85903929923409, 100.51742300391197 15.858988019424638, 100.51757957786322 15.859637562714212, 100.5177840963006 15.860160678976738, 100.51787964999676 15.860534148326572, 100.51660526543856 15.860512217503041, 100.5158606171608 15.860459325507051))"
3130,flood,1,12641,2021-09-26,"POLYGON ((100.52068926393986 15.863226138800705, 100.52072279155254 15.865406279659018, 100.52074391394854 15.865845207534043, 100.52139736711979 15.865830372367974, 100.52128840237856 15.863955972603554, 100.52122369408606 15.863093265548363, 100.52068926393986 15.863226138800705))"
3131,flood,1,12645,2021-09-26,"POLYGON ((100.51935218274593 15.857671188153722, 100.51952954381704 15.858383303707209, 100.51739584654568 15.859014788131832, 100.51724564284088 15.858288161602601, 100.51935218274593 15.857671188153722))"
3132,flood,1,12646,2021-09-24,"POLYGON ((100.47750502824783 15.819044831597273, 100.47598857432605 15.819066444346266, 100.47660749405622 15.820469332618572, 100.47681502997874 15.822038336622022, 100.4778466746211 15.82186317908969, 100.47719858586788 15.819433860725503, 100.47764953225851 15.819380957969278, 100.47750502824783 15.819044831597273))"
3133,flood,1,12653,2021-09-25,"POLYGON ((100.51502812653781 15.869844534981636, 100.51500800997019 15.869360466103922, 100.51664650440216 15.869402713334084, 100.51842011511326 15.869395940877936, 100.51958352327347 15.869399488354995, 100.51954094320534 15.869820992684696, 100.51858976483345 15.869845824970419, 100.51502812653781 15.869844534981636))"
3134,flood,1,12655,2021-09-26,"POLYGON ((100.51986884325744 15.844259531664118, 100.52004620432854 15.844345326782438, 100.52073050290346 15.841686628787716, 100.52145067602396 15.838902425171298, 100.52107885479927 15.838899844797972, 100.52075196057558 15.839163365254459, 100.52052464336157 15.839339475429036, 100.52013270556927 15.839307865921828, 100.52008777856825 15.8393578605483, 100.52002541720867 15.839363343829152, 100.51986884325744 15.844259531664118))"
3135,flood,1,12656,2021-09-26,"POLYGON ((100.51324915140867 15.858064335593083, 100.51277741789818 15.85954629136539, 100.51200024783613 15.861002435342327, 100.51249813288449 15.86122561306913, 100.51274523139 15.86132365638548, 100.51374904811382 15.85819108435807, 100.51324915140867 15.858064335593083))"
3136,flood,1,12654,2021-09-26,"POLYGON ((100.51083985716105 15.85784663714669, 100.50927143543959 15.857955970173574, 100.50732482224703 15.858019828374255, 100.50731945782898 15.858489411289584, 100.50729900598526 15.858651636451995, 100.50721619278193 15.858841275243819, 100.5093277618289 15.858702271316925, 100.51079090684652 15.85858810096655, 100.51083985716105 15.85784663714669))"
3137,flood,1,12657,2021-09-25,"POLYGON ((100.53912911564112 15.835320190145723, 100.5361632630229 15.835491787941816, 100.53611967712641 15.834331564665623, 100.53900472819805 15.833907405757875, 100.5390077456832 15.83388772992381, 100.53912911564112 15.835320190145723))"
3138,flood,1,12657,2021-09-25,"POLYGON ((100.53912911564112 15.835320190145723, 100.5361632630229 15.835491787941816, 100.53611967712641 15.834331564665623, 100.53900472819805 15.833907405757875, 100.5390077456832 15.83388772992381, 100.53912911564112 15.835320190145723))"
3139,flood,1,12658,2021-09-26,"POLYGON ((100.51462613046169 15.85834395680837, 100.51453292369843 15.859025431110808, 100.51438942551613 15.859936532532249, 100.51402632147072 15.861116604325915, 100.51385130733252 15.86187256907215, 100.51289577037096 15.861398478884311, 100.51273886114357 15.861343974566786, 100.5138073861599 15.858165605605093, 100.51462613046169 15.85834395680837))"
3140,flood,1,12659,2021-09-26,"POLYGON ((100.51074128597975 15.859095416746454, 100.50995908677578 15.859083806227947, 100.50931937992574 15.859207329210157, 100.50849895924328 15.859278282325002, 100.50742104649544 15.859269251929945, 100.5071085691452 15.859256028850751, 100.50724267959595 15.858702916346964, 100.50932843238115 15.858663892025566, 100.51077749580145 15.858562299748481, 100.51074128597975 15.859095416746454))"
3141,flood,1,12660,2021-09-24,"POLYGON ((100.50398010760546 15.870988751797181, 100.50405353307724 15.8718620673627, 100.50429560244083 15.871850135085413, 100.50430230796337 15.872716674573352, 100.50404984503984 15.872735379143473, 100.50395730882883 15.870988751797181, 100.50398010760546 15.870988751797181))"
3142,flood,1,12662,2021-09-17,"POLYGON ((99.6644664555788 17.238657024006564, 99.66395750641823 17.23893112789862, 99.66395717114212 17.23995485110332, 99.66564327478409 17.240214223300576, 99.66569222509861 17.23992955428928, 99.6655872836709 17.239599734750968, 99.66566540300846 17.239459481215363, 99.66577906161548 17.2393829501316, 99.66577872633934 17.239094117052748, 99.66562315821648 17.239070421192505, 99.66554604470728 17.238919600173045, 99.66549575328825 17.23880848567012, 99.66565601527691 17.238515168678354, 99.6655098348856 17.23786481023676, 99.66455329209566 17.238210003234972, 99.6644664555788 17.238657024006564))"
3143,flood,1,12661,2021-09-24,"POLYGON ((100.50395730882883 15.870972627028118, 100.50395730882883 15.870972627028118, 100.5041531100869 15.873292323047776, 100.50370048731565 15.873321992280335, 100.50355933606625 15.87090490298393, 100.50395730882883 15.870972627028118))"
3144,flood,1,12459,2021-09-25,"POLYGON ((100.5043475702405 15.856639777201421, 100.50443910062313 15.85757636823003, 100.50161808729173 15.85821301543401, 100.50149034708738 15.857406401792655, 100.5043475702405 15.856639777201421))"
3145,flood,1,12460,2021-09-25,"POLYGON ((100.50137434154749 15.858249459716703, 100.50125263631342 15.857491868804688, 100.50050765275955 15.857742786842087, 100.5006518214941 15.858402009607245, 100.50137434154749 15.858249459716703))"
3146,flood,1,12530,2021-09-27,"POLYGON ((100.45000735670328 15.870386652044807, 100.45011498034002 15.870427609074811, 100.45045897364615 15.866530526515396, 100.4498491063714 15.866536976565332, 100.4495195299387 15.870073507863188, 100.45000735670328 15.870386652044807))"
3147,flood,1,12663,2021-09-25,"POLYGON ((100.49722529947758 15.862965229831575, 100.4962020367384 15.863132289012624, 100.4955180734396 15.863231943940802, 100.49501549452542 15.863264194716075, 100.49516201019289 15.86262530589686, 100.49533769488335 15.86216508538711, 100.4959200695157 15.862303119399401, 100.49648601561785 15.862421480264596, 100.49713544547556 15.862514362856759, 100.49722529947758 15.862965229831575, 100.49722529947758 15.862965229831575))"
3148,flood,1,12664,2021-09-25,"POLYGON ((100.49497827887535 15.863244844251533, 100.49533668905495 15.862182500898541, 100.4947704076767 15.861929653325701, 100.49468223005533 15.862256678060032, 100.4943948984146 15.862156055121334, 100.49444686621428 15.861992542738879, 100.49426849931479 15.861933523444002, 100.49430202692749 15.86175066027317, 100.49406364560127 15.861632621524551, 100.49399424344301 15.862569511875593, 100.4937582090497 15.862952974519409, 100.4932452365756 15.863121968758337, 100.49497827887535 15.863244844251533))"
3149,flood,1,12665,2021-09-24,"POLYGON ((100.52944265305996 15.913246045001058, 100.52931893616915 15.909344632476037, 100.53037270903587 15.909175032164438, 100.53042970597744 15.913168662348308, 100.52944265305996 15.913246045001058))"
3150,flood,1,12456,2021-09-25,"POLYGON ((100.49704223871233 15.86151974287518, 100.49708515405653 15.861938683601617, 100.49711532890797 15.862255065513322, 100.49708582460882 15.86249565733816, 100.49647361040115 15.862377941534795, 100.49601159989832 15.8623056994735, 100.49560155719517 15.862207011615798, 100.49530550837518 15.862119611544612, 100.49469966441393 15.861866118872982, 100.49472816288471 15.861548768819626, 100.49418602138756 15.861499102201035, 100.494150146842 15.861627783869446, 100.49402944743633 15.86157295710347, 100.49405727535485 15.861295597941263, 100.49704223871233 15.86151974287518))"
3151,flood,1,12671,2021-09-25,"POLYGON ((100.49042891710997 15.86027323587433, 100.49040544778109 15.860085533505833, 100.49068003892899 15.860003937748209, 100.4908563941717 15.859941047714873, 100.49105487763882 15.859870417346356, 100.49125336110592 15.859802367059228, 100.4914790019393 15.859723351294178, 100.49165736883879 15.859682392089502, 100.4918672516942 15.859629822389422, 100.49204796552658 15.859566932239401, 100.49219314008951 15.8595233928933, 100.49232456833124 15.859478885996447, 100.49260955303907 15.85948146610669, 100.492733605206 15.859476628399982, 100.49287844449282 15.859465985444809, 100.49300853163004 15.859465985444809, 100.49318019300699 15.859470823151772, 100.49325529485941 15.859447602157289, 100.49320265650748 15.859571447430321, 100.49314834177494 15.859736896856097, 100.49261726439 15.859753667550551, 100.49229171127082 15.859761085357274, 100.49202181398869 15.859792369147806, 100.49042891710997 15.86027323587433))"
3152,flood,1,12667,2021-09-26,"POLYGON ((100.51870476454496 15.856291134595576, 100.51846001297234 15.855625132013065, 100.51733918488026 15.856017315882303, 100.51530841737986 15.856126327381585, 100.51542710512877 15.856840060979074, 100.51870476454496 15.856291134595576))"
3153,flood,1,12611,2021-09-24,"POLYGON ((100.50944846123457 15.855097166175797, 100.50878897309303 15.85512748312749, 100.50811272114515 15.855132320938507, 100.50784148275852 15.855172636025811, 100.50734661519527 15.855225206887555, 100.50638739019632 15.85531196490551, 100.50620701164009 15.854911071595936, 100.50744116306305 15.854757551501349, 100.5088798329234 15.85467724367424, 100.5094001814723 15.854654344649395, 100.50944846123457 15.855097166175797))"
3154,flood,1,12675,2021-09-25,"POLYGON ((100.48378139734268 15.854674340981086, 100.48314906656744 15.856315646028811, 100.4830364137888 15.85635338072943, 100.48296365886927 15.856507544646641, 100.48257641494273 15.856381117342478, 100.48217039555311 15.856250174693912, 100.4827279597521 15.854771419918055, 100.48300120979548 15.854170561827116, 100.48341426998377 15.852839185511092, 100.48400536179543 15.852920784166901, 100.48378139734268 15.854674340981086))"
3155,flood,1,12676,2021-09-25,"POLYGON ((100.48600763082504 15.85855294680611, 100.48615213483572 15.859315693957319, 100.48628859221937 15.860082630890513, 100.48632312566042 15.860249047434587, 100.48636905848981 15.862158957706809, 100.4868132993579 15.862243777686071, 100.48738595098256 15.862314729732581, 100.48778023570776 15.862325695046627, 100.48776682466269 15.86202608375122, 100.48770546913147 15.86170002617361, 100.48765618354082 15.861542641120586, 100.48746842890978 15.860963411465887, 100.48719249665737 15.859932984888673, 100.48689343035221 15.859061875246686, 100.48658598214388 15.858611644575165, 100.48613335937262 15.858506504603106, 100.4861719161272 15.858620029969343, 100.48601668328047 15.858554236867155, 100.48600763082504 15.85855294680611))"
3156,flood,1,12612,2021-09-24,"POLYGON ((100.50928451120853 15.853669039076687, 100.50769228488208 15.853757732901427, 100.50685878843069 15.85381481945163, 100.50682961940765 15.853403279892019, 100.50781767815351 15.853340065277138, 100.50844497978686 15.853344258083842, 100.50922751426697 15.853295557016008, 100.50928451120853 15.853669039076687))"
3157,flood,1,12644,2021-09-25,"POLYGON ((100.51550589501858 15.858290096696699, 100.51679905503988 15.85822849619206, 100.51679939031602 15.857214181512559, 100.515559874475 15.857389630903032, 100.51550589501858 15.858290096696699))"
3158,flood,1,12680,2021-09-25,"POLYGON ((100.51312375813723 15.843805397498206, 100.51311168819667 15.844246630139423, 100.51233552396297 15.844192121188426, 100.51168508827685 15.844184057732893, 100.51096390932798 15.844109551388499, 100.5100593343377 15.844074394705611, 100.50968248397112 15.844028594247183, 100.5092965811491 15.843996340396977, 100.50905551761389 15.843994405165796, 100.50907898694278 15.843567363699227, 100.51008213311435 15.843645418173724, 100.51064539700745 15.843671221299147, 100.51312375813723 15.843805397498206))"
3159,flood,1,12679,2021-09-25,"POLYGON ((100.48676535487175 15.863735377954528, 100.48722870647907 15.863745698177418, 100.48758208751677 15.863745375670458, 100.48796061426401 15.863742473107834, 100.48832170665264 15.8637418280939, 100.48875823616982 15.863751825809501, 100.48923566937447 15.863761823524603, 100.48994209617376 15.863748923246964, 100.48998668789865 15.86405111203413, 100.49003899097443 15.864435216871868, 100.48963565379381 15.864377165809831, 100.48922594636679 15.864362008029769, 100.48882462084292 15.864389098529507, 100.48837501555681 15.864508748193131, 100.4881141707301 15.864500363043817, 100.4878318682313 15.864475530099565, 100.48748385161161 15.864454889727993, 100.48718076199293 15.86443263682502, 100.48689141869545 15.864387485999861, 100.48698630183934 15.864227200488875, 100.48705201596022 15.864024989008506, 100.48670031130314 15.863955005083692, 100.48676535487175 15.863735377954528))"
3160,flood,1,12678,2021-09-25,"POLYGON ((100.49510266631842 15.870851046227795, 100.49522537738085 15.869935479171367, 100.49572594463827 15.870001913553518, 100.49621209502222 15.869928384236044, 100.49630999565125 15.870738495235859, 100.49510266631842 15.870851046227795))"
3161,flood,1,12672,2021-09-25,"POLYGON ((100.50106521695852 15.848999818569759, 100.50057906657459 15.848897253834213, 100.5013170093298 15.845376800576252, 100.50106521695852 15.848999818569759))"
3162,flood,1,12682,2021-09-25,"POLYGON ((100.50176694989203 15.87033086017165, 100.50211429595947 15.870345050013684, 100.5020921677351 15.870102532576073, 100.50214279443024 15.870038355705299, 100.50243783742188 15.870026423320054, 100.5024153739214 15.869747785798573, 100.5023181438446 15.869340471228542, 100.50217967480422 15.868612269415424, 100.50182294100522 15.86869418418827, 100.50168178975582 15.867856329940565, 100.50122179090977 15.867850524933631, 100.50149504095316 15.869203409529375, 100.5016553029418 15.870041580674176, 100.50168916583063 15.870319895293033, 100.50176694989203 15.87033086017165))"
3163,flood,1,12670,2021-09-25,"POLYGON ((100.50140719860791 15.849158826059854, 100.50185915082693 15.849316543304576, 100.50221521407367 15.848713411253271, 100.50248611718415 15.847905146972266, 100.50261788070202 15.84688303958172, 100.50279591232538 15.84642729864453, 100.50276406109333 15.845909952412926, 100.50248611718415 15.845927046792138, 100.50242777913809 15.84559451247639, 100.50163049250841 15.845405506306895, 100.50155036151409 15.846343762154499, 100.50140719860791 15.849158826059854))"
3164,flood,1,12685,2021-09-24,"POLYGON ((100.51484875380993 15.873149136690152, 100.51381643861532 15.873270716103931, 100.51380034536125 15.873502265023305, 100.51305066794157 15.873594175035917, 100.51300205290319 15.872926294656404, 100.51482159644367 15.8728995277964, 100.51482159644367 15.8728995277964, 100.51484875380993 15.873149136690152))"
3165,flood,1,12686,2021-09-26,"POLYGON ((100.51552768796681 15.867305176036423, 100.51413930952549 15.867037822312497, 100.51412824541329 15.866630502266187, 100.51475521177053 15.866877538908716, 100.51500901579857 15.865816827215404, 100.51568862050772 15.866001944221846, 100.51564369350673 15.866723705421457, 100.51552768796681 15.867305176036423))"
3166,flood,1,12489,2021-09-25,"POLYGON ((100.49581982195379 15.849710352083045, 100.49682967364788 15.8498080784668, 100.4980071634054 15.84991548067555, 100.49892280250788 15.850020625124852, 100.49906462430953 15.849176242694165, 100.49918364733459 15.848308634454105, 100.49922455102204 15.847944495906864, 100.49744758754969 15.848261867361243, 100.49674049019814 15.848372173176692, 100.49567934125662 15.848607298529453, 100.49581982195379 15.849710352083045))"
3167,flood,1,12688,2021-09-24,"POLYGON ((100.5152940005064 15.855647708407803, 100.51527354866266 15.85610729875134, 100.51732409745453 15.856011188015216, 100.5184955522418 15.855617391534286, 100.51828097552061 15.85508781307277, 100.51734890788794 15.855477740345355, 100.5152940005064 15.855647708407803))"
3168,flood,1,12691,2021-09-24,"POLYGON ((100.51530607044697 15.855640612969722, 100.5173609778285 15.855482900668155, 100.51828030496834 15.8551442542052, 100.51807645708323 15.85465111943442, 100.51532249897717 15.855172958546486, 100.51530607044697 15.855640612969722))"
3169,flood,1,12690,2021-09-26,"POLYGON ((100.51552668213846 15.867314206071581, 100.51541972905396 15.867775704829262, 100.5143803730607 15.867659282111635, 100.51328737288713 15.867521896768334, 100.51335241645575 15.866892696499637, 100.51552668213846 15.867314206071581))"
3170,flood,1,12683,2021-09-25,"POLYGON ((100.50041981041431 15.869240174323698, 100.50090529024601 15.869167612223183, 100.50118256360292 15.869167612223183, 100.50143200904131 15.869151487308399, 100.5013458430767 15.86852293712521, 100.50122480839491 15.867812792384466, 100.50032660365105 15.867762482307937, 100.50005670636891 15.867737004764383, 100.50014220178127 15.868330727442324, 100.50041981041431 15.869240174323698))"
3171,flood,1,12684,2021-09-25,"POLYGON ((100.50320763140917 15.87014252217364, 100.5035499483347 15.870158324512433, 100.50326127558947 15.868521647127942, 100.50312850624323 15.86779505485892, 100.5021096020937 15.867853104936728, 100.50221119076014 15.868312344963046, 100.5023121088743 15.868869623589738, 100.50243113189937 15.869453023001217, 100.50296019762754 15.869419160726643, 100.50307922065258 15.86986291732116, 100.50313152372837 15.870037065717751, 100.50320763140917 15.87014252217364))"
3172,flood,1,12681,2021-09-25,"POLYGON ((100.50210256129503 15.861001145296942, 100.5021696165204 15.861420087100797, 100.5028036236763 15.86144653297453, 100.5033615231514 15.861533610826939, 100.50415813922882 15.861594887811647, 100.50479181110859 15.861674547863936, 100.50477538257836 15.861147887906174, 100.50281669944523 15.861006950501096, 100.50210256129503 15.861001145296942))"
3173,flood,1,12692,2021-09-26,"POLYGON ((100.51492720842361 15.868421349815643, 100.514973141253 15.86937594600607, 100.51433745771646 15.869248559275857, 100.51324144005775 15.868868333594698, 100.5132957547903 15.868272032502638, 100.51492720842361 15.868421349815643))"
3174,flood,1,12693,2021-09-26,"POLYGON ((100.51059041172266 15.866502146293229, 100.50932373851538 15.86655245668433, 100.50933782011272 15.866118045393511, 100.51055386662483 15.86621995636687, 100.51059041172266 15.866502146293229))"
3175,flood,1,12693,2021-09-26,"POLYGON ((100.51059041172266 15.866502146293229, 100.50932373851538 15.86655245668433, 100.50933782011272 15.866118045393511, 100.51055386662483 15.86621995636687, 100.51059041172266 15.866502146293229))"
3176,flood,1,12695,2021-09-26,"POLYGON ((100.51381073892117 15.865476585584254, 100.51399011164904 15.864857376592484, 100.5146962031722 15.865044429509231, 100.51472302526236 15.86494574299203, 100.51574293524028 15.865399184564287, 100.51569566130638 15.866004846751968, 100.51381073892117 15.865476585584254))"
3177,flood,1,12696,2021-09-24,"POLYGON ((100.47741517424585 15.859462115279156, 100.47768540680407 15.860449972652667, 100.4795015975833 15.860138748112584, 100.47944527119398 15.858775159698892, 100.47782991081476 15.85919313858418, 100.47776386141777 15.859361813460026, 100.47742456197739 15.859433411548231, 100.47741517424585 15.859462115279156, 100.47741517424585 15.859462115279156))"
3179,flood,1,12700,2021-09-25,"POLYGON ((100.49934290349483 15.846727900708713, 100.49858082085848 15.846659845988757, 100.49852784723043 15.846898521209079, 100.49832936376333 15.846990765880774, 100.49804572016001 15.846912390165905, 100.49803867936134 15.846544056151808, 100.49775872379541 15.846574696922936, 100.49697853624819 15.846694034618697, 100.49560390412807 15.847067206363496, 100.49564279615879 15.847677761585162, 100.49925271421671 15.847646153383407, 100.49934290349483 15.846727900708713))"
3180,flood,1,12698,2021-09-25,"POLYGON ((100.50234161317348 15.862402774737397, 100.50236172974108 15.862589829931371, 100.5031818151474 15.86302940895418, 100.50433248281479 15.862735603858795, 100.50488099455833 15.86262304833561, 100.5048307031393 15.861939973641004, 100.50234161317348 15.862402774737397))"
3181,flood,1,12697,2021-09-25,"POLYGON ((100.50237648189066 15.862380521607943, 100.50480891019106 15.86197480470125, 100.5047794058919 15.861679385517926, 100.50341282039881 15.86156134672759, 100.50340175628662 15.861835157914154, 100.50289046019316 15.861830320263909, 100.50289113074541 15.86193965113116, 100.50226215273142 15.861949971445954, 100.50237648189066 15.862380521607943))"
3182,flood,1,12689,2021-09-24,"POLYGON ((100.50988934934139 15.872282921555243, 100.50962783396244 15.872264539436452, 100.50987996160984 15.875847730929808, 100.5101538822055 15.875839023764648, 100.51016326993704 15.875621022025333, 100.51059745252131 15.875611992362401, 100.51065579056741 15.875609412458628, 100.5102923512459 15.872865666100944, 100.51002446562053 15.872873083425203, 100.51001138985157 15.872561878064374, 100.51026955246927 15.872538658577767, 100.51019612699747 15.872330650557595, 100.50988934934139 15.872282921555243))"
