warranty_id,type1,original_damage,field_id,warranty_dmgdate,geom
3432,drought,2,3744,2021-09-22,"POLYGON ((103.71227625757454 15.74776311723093, 103.71238589286804 15.747717294987787, 103.71264807879925 15.748224243313782, 103.7127238512039 15.74820843145003, 103.71294748038054 15.74865406738352, 103.7126222625375 15.748742807224613, 103.71221624314786 15.747747950714977, 103.71227625757454 15.74776311723093))"
3433,drought,2,3503,2021-09-22,"POLYGON ((103.70428897440434 15.752859002490775, 103.70442174375057 15.752918053603375, 103.7044981867075 15.75282092580796, 103.70452098548412 15.752812858713224, 103.70451461523773 15.752788334743286, 103.7048039585352 15.752446612274946, 103.70461016893388 15.752293982507037, 103.70424706488848 15.752808341140032, 103.70428897440434 15.752859002490775))"
3435,flood,1,12971,2021-09-25,"POLYGON ((100.48241950571536 15.8447423706334, 100.48327680677176 15.844662381358246, 100.48504203557968 15.84456174964449, 100.48628825694323 15.844501757637417, 100.48606429249048 15.845477431883726, 100.48241514712572 15.845090065582102, 100.48241950571536 15.8447423706334, 100.48241950571536 15.8447423706334))"
3436,flood,1,12972,2021-09-20,"POLYGON ((100.31228933483362 14.704895745859366, 100.31285729259254 14.704741705910468, 100.31321201473475 14.70535559499717, 100.3132750466466 14.705379592739403, 100.31330522149801 14.706077147580508, 100.31297832727432 14.706117684171755, 100.31291898339987 14.706057041428476, 100.31286668032408 14.706085579192102, 100.31228933483362 14.704895745859366, 100.31228933483362 14.704895745859366))"
3437,flood,1,12921,2021-10-14,"POLYGON ((103.31534519791605 16.242699365883905, 103.31566572189331 16.242189807419567, 103.31606570631266 16.241968987611862, 103.31630878150463 16.2426671765064, 103.31534519791605 16.242699365883905))"
3438,flood,1,12973,2021-10-17,"POLYGON ((102.05074332654476 15.449934828518757, 102.05127004534006 15.449694720162226, 102.0514279603958 15.449275256982473, 102.05180246382952 15.449224843785093, 102.05220010131598 15.44923906289328, 102.05221854150295 15.448824769386597, 102.05010160803795 15.449215148938027, 102.05051332712175 15.449456550494812, 102.05073695629835 15.449944523332169, 102.05074332654476 15.449934828518757, 102.05074332654476 15.449934828518757, 102.05074332654476 15.449934828518757))"
3439,flood,1,12974,2021-10-17,"POLYGON ((102.0515600591898 15.445747273063173, 102.05155301839115 15.446207139167456, 102.05157347023487 15.4465836275238, 102.05157749354838 15.44732916940197, 102.05156777054073 15.447938010455713, 102.0515550300479 15.44820041910589, 102.05191310495138 15.448170364930034, 102.05192316323519 15.447649748353765, 102.05196004360914 15.445732084214498, 102.05163080245256 15.445679084818924, 102.05156978219748 15.445729498878435, 102.0515600591898 15.445747273063173))"
3440,flood,1,12975,2021-10-17,"POLYGON ((102.051526196301 15.445642566934826, 102.05146349966526 15.44502337776183, 102.05201100558044 15.444992030452845, 102.05198418349028 15.445661956962594, 102.05153055489063 15.44565290828319, 102.051526196301 15.445642566934826))"
3441,drought,2,12976,2021-08-07,"POLYGON ((103.7204459309578 15.765403912733015, 103.7203999981284 15.765595574930828, 103.71985048055649 15.765863708105808, 103.7200539931655 15.766261551261406, 103.72117448598146 15.765578796429155, 103.7204459309578 15.765403912733015))"
3443,drought,2,3703,2021-10-19,"POLYGON ((103.66672463715076 15.734600091789405, 103.66684969514608 15.734997350751357, 103.66743307560684 15.736048421288752, 103.66825316101313 15.736006146220006, 103.66846036165953 15.73629239021599, 103.6689166724682 15.736193640923545, 103.66869404911996 15.735100618591629, 103.66868298500778 15.734894082858641, 103.66779014468193 15.734722077158407, 103.66774957627058 15.734365156798479, 103.66762552410366 15.734093432198517, 103.6671122163534 15.734206059184835, 103.66660729050636 15.73418734181035, 103.66613253951071 15.73431319998499, 103.66570807993412 15.734655598368487, 103.66575870662926 15.734753702982866, 103.66594847291708 15.7347656433439, 103.66672463715076 15.734600091789405))"
3444,drought,2,3700,2021-10-19,"POLYGON ((103.68153043091297 15.746304867678436, 103.68134669959545 15.745886978347086, 103.6810741201043 15.745328392887215, 103.68084110319616 15.744786908809461, 103.68022687733175 15.744816274192742, 103.68039686232805 15.745519428641858, 103.68057288229465 15.746079304354584, 103.68076533079147 15.74659432410919, 103.68093866854908 15.747015116222942, 103.68166320025921 15.746553019314856, 103.68153043091297 15.746304867678436))"
3445,flood,1,4065,2021-10-05,"POLYGON ((99.6464966610074 14.104143650171364, 99.64623615145683 14.103804498626095, 99.64602828025818 14.103828235998986, 99.64577045291662 14.103791817014898, 99.64557901024818 14.10360419412083, 99.64530609548093 14.103541761511794, 99.64525982737541 14.103552492117684, 99.64502613991499 14.103530380565584, 99.6447716653347 14.103536558793598, 99.64444108307363 14.103567449931107, 99.64440822601318 14.10388904268266, 99.64484240859747 14.103906926998299, 99.64513208717108 14.103985292801198, 99.64543048292397 14.104056179686857, 99.64563634246588 14.104093248966914, 99.64590389281511 14.104158607946008, 99.6464966610074 14.104143650171364))"
3446,flood,1,12983,2021-10-05,"POLYGON ((99.64938808232546 14.092005743037129, 99.65133804827929 14.092800822219152, 99.65153384953737 14.092487668663356, 99.65158112347126 14.092445394526333, 99.6517551317811 14.092470108638153, 99.65170450508593 14.092128988621385, 99.65180575847627 14.09182298824879, 99.65114492923021 14.091610966496047, 99.65098902583121 14.09220183030744, 99.65060446411371 14.09207500771404, 99.65015083551407 14.092022327539151, 99.64990440756083 14.091927373119127, 99.64991882443428 14.091867538806769, 99.64952353388071 14.091758276108944, 99.64937467128038 14.091772584322344, 99.64938573539257 14.092001515614859, 99.64938808232546 14.092005743037129))"
3447,flood,1,12984,2021-10-05,"POLYGON ((99.64679807424545 14.10296100736084, 99.64654695242643 14.102129869508204, 99.64692883193493 14.101960129715135, 99.64716788381337 14.102855652026042, 99.64680612087248 14.102958405995137, 99.64679807424545 14.10296100736084))"
3448,flood,1,12971,2021-09-25,"POLYGON ((100.48241950571536 15.8447423706334, 100.48327680677176 15.844662381358246, 100.48504203557968 15.84456174964449, 100.48628825694323 15.844501757637417, 100.48606429249048 15.845477431883726, 100.48241514712572 15.845090065582102, 100.48241950571536 15.8447423706334, 100.48241950571536 15.8447423706334))"
3449,flood,1,12989,2021-10-17,"POLYGON ((100.72166450321674 14.359561044194562, 100.72162158787249 14.36130554667499, 100.72241887450218 14.361317239440377, 100.72224084287883 14.360189859167695, 100.72217747569084 14.359588327525527, 100.72218250483274 14.359577609074469, 100.72166450321674 14.359561044194562, 100.72166450321674 14.359561044194562, 100.72166450321674 14.359561044194562, 100.72166450321674 14.359561044194562))"
3450,flood,1,12989,2021-10-17,"POLYGON ((100.72166450321674 14.359561044194562, 100.72162158787249 14.36130554667499, 100.72241887450218 14.361317239440377, 100.72224084287883 14.360189859167695, 100.72217747569084 14.359588327525527, 100.72218250483274 14.359577609074469, 100.72166450321674 14.359561044194562, 100.72166450321674 14.359561044194562, 100.72166450321674 14.359561044194562, 100.72166450321674 14.359561044194562))"
3451,flood,1,12991,2021-10-01,"POLYGON ((100.6928126513958 14.666616884642693, 100.69301247596741 14.666594504401733, 100.69314893335104 14.668402431276036, 100.69177128374578 14.668498762805655, 100.69161973893644 14.666670402600912, 100.6928126513958 14.666616884642693))"
3452,flood,1,12990,2021-10-17,"POLYGON ((100.71761704981327 14.363214707328424, 100.71986306458712 14.363674943177799, 100.71990966796875 14.363273495446617, 100.71902755647898 14.363063677009228, 100.7186010852456 14.36288471406894, 100.71774411946537 14.36262422692, 100.71773774921894 14.362615457397242, 100.71761704981327 14.363214707328424))"
3453,flood,1,12992,2021-09-25,"POLYGON ((100.48860367387533 15.851676159185496, 100.48788852989674 15.851932567395714, 100.48769406974316 15.852058029910689, 100.48737958073616 15.852062545269655, 100.4871740564704 15.852062867795304, 100.48697423189878 15.85212801796353, 100.48704799264668 15.85151005809555, 100.48703994601965 15.850752119347762, 100.48698294907808 15.850312836098077, 100.48719316720963 15.850327994933929, 100.48748955130579 15.85028219589446, 100.48774033784865 15.850278325552619, 100.48790261149406 15.850289936577928, 100.48821274191141 15.850391855549057, 100.48841323703527 15.850421205622979, 100.48856243491174 15.850437332035385, 100.48860367387533 15.851676159185496))"
3454,flood,1,12993,2021-09-25,"POLYGON ((100.48840787261726 15.849874519479556, 100.4881839081645 15.849357827143775, 100.48801090568304 15.848897576364912, 100.48796765506268 15.848395072914442, 100.4880528151989 15.84785999244769, 100.4885594174266 15.847894180874365, 100.48913508653641 15.847961267581576, 100.48959944397211 15.84801609804688, 100.49001518636942 15.84806318772871, 100.49026429653166 15.848071896093332, 100.49012951552868 15.848884997667357, 100.48998165875675 15.849647781370251, 100.48840787261726 15.849874519479556))"
3455,flood,1,12994,2021-10-01,"POLYGON ((102.72862438112497 16.203618872971923, 102.72908806800841 16.204767614480993, 102.72924900054932 16.20466458860989, 102.72962819784878 16.204673281419858, 102.72956348955631 16.204177146727382, 102.72952392697333 16.20408474512501, 102.7294947579503 16.203930849677196, 102.72943507879971 16.203768583217165, 102.72933717817068 16.203523251529965, 102.72936400026083 16.203340057459492, 102.72933583706617 16.20327791953752, 102.72862438112497 16.203618872971923))"
3456,flood,1,12999,2021-09-28,"POLYGON ((100.01708775758743 15.21182383492492, 100.01727517694236 15.213809322092287, 100.01833096146585 15.214579312080488, 100.01841947436333 15.214855601919599, 100.01947525888681 15.215013481664979, 100.0197334215045 15.214869513459293, 100.01939445734023 15.21444990219519, 100.01854386180639 15.212330480487195, 100.01734390854837 15.211718364495022, 100.0170424953103 15.211809276126393, 100.01708775758743 15.21182383492492))"
3457,flood,1,13000,2021-10-04,"POLYGON ((104.00823187083006 15.91413755549708, 104.00785502046347 15.914020837168907, 104.00723844766617 15.913624252287647, 104.00657627731562 15.913078382549115, 104.00686327368021 15.912715973232736, 104.00670837610961 15.912576684068954, 104.00688976049425 15.912423852792054, 104.00737289339303 15.912503492733542, 104.00766860693693 15.912687921950571, 104.00815911591053 15.912876864993894, 104.00842029601336 15.912984556000545, 104.00823187083006 15.91413755549708))"
3458,flood,1,13003,2021-09-29,"POLYGON ((100.63939645886421 14.650165817459571, 100.64038351178169 14.65184542820301, 100.63810061663389 14.652873040016381, 100.63743140548468 14.650998488202962, 100.63939645886421 14.650165817459571, 100.63939645886421 14.650165817459571))"
3459,flood,1,13004,2021-09-29,"POLYGON ((102.33339283615352 15.889060259135212, 102.33341563493013 15.88924470985046, 102.33350381255151 15.889532349439717, 102.33359601348639 15.890042811958821, 102.33378276228906 15.89095699775791, 102.33394503593445 15.89183603105108, 102.3340493068099 15.892393567052304, 102.33417872339488 15.89244193621038, 102.33443655073643 15.892459994026394, 102.33431652188301 15.891736067810632, 102.33414888381958 15.89088670072567, 102.33396213501692 15.889858361974948, 102.33381796628237 15.889107016762589, 102.33339283615352 15.889060259135212))"
3460,flood,1,13005,2021-09-29,"POLYGON ((102.33375560492277 15.89093958473386, 102.33395878225566 15.891893106814484, 102.33405131846666 15.892392922130124, 102.3337183892727 15.892289734553744, 102.3331343382597 15.892204927224782, 102.33281280845402 15.89219847799679, 102.33267802745102 15.892341650809728, 102.33228508383037 15.892225564752989, 102.33209531754255 15.891811846400689, 102.33183313161135 15.891348467937863, 102.33225893229246 15.891223674808318, 102.33229782432318 15.891174015505271, 102.3326786980033 15.891068570061403, 102.33278900384902 15.891037613590338, 102.33333617448807 15.891007302041125, 102.33375560492277 15.89093958473386))"
3461,flood,1,12316,2021-09-24,"POLYGON ((104.0948162600398 14.695985247975512, 104.0952742472291 14.695999841823612, 104.09545328468084 14.69594600673465, 104.09554313868284 14.695727423164875, 104.09544624388218 14.695416411447514, 104.09541204571724 14.695338901680524, 104.09487158060074 14.695479002996619, 104.09394454210997 14.695583430308023, 104.0939599648118 14.696472033360706, 104.09409441053869 14.697477707126831, 104.0948598459363 14.697058055366814, 104.09471433609724 14.696622187461157, 104.09471433609724 14.696622187461157, 104.09471433609724 14.696622187461157, 104.0948162600398 14.695985247975512))"
3464,flood,1,13072,2021-10-02,"POLYGON ((100.09786315262318 19.440477514806556, 100.09809046983717 19.440347572466585, 100.09674802422525 19.438238128982743, 100.09655959904195 19.438404432027223, 100.09786315262318 19.440477514806556))"
3465,flood,1,13076,2021-10-17,"POLYGON ((103.159917 16.228414, 103.159707 16.227605, 103.159386 16.22665, 103.159304 16.226283, 103.159282 16.225958, 103.159342 16.225733, 103.159847 16.224928, 103.160563 16.225096, 103.160464 16.226177, 103.16039 16.227169, 103.1605 16.228503, 103.159917 16.228414))"
3466,flood,1,13075,2021-10-17,"POLYGON ((103.1583003603 16.2206793145548, 103.1577865391 16.2204389922579, 103.158745699 16.2188984925612, 103.1592621165 16.2191478735165, 103.1583003603 16.2206793145548))"
3467,flood,1,13077,2021-10-17,"POLYGON ((103.1578395835 16.2214399231696, 103.1583003603 16.2206793145548, 103.1577865391 16.2204389922579, 103.1573867782 16.2210810353488, 103.1573156877 16.2211994416846, 103.1578395835 16.2214399231696))"
3471,flood,1,13093,2021-09-13,"POLYGON ((103.560462663 16.2319065504127, 103.5602451105 16.2319297627272, 103.5601788654 16.2317300918686, 103.5604835935 16.2316473125349, 103.5605531155 16.2316378010632, 103.5611046933 16.2314750304866, 103.5617362787 16.2312137947771, 103.5621253254 16.2309303847909, 103.5621875597 16.2308918832518, 103.5622664194 16.2308430963092, 103.5626911664 16.2303795360024, 103.5628403669 16.2305255202868, 103.5624472313 16.2311342695171, 103.5626836177 16.231453014944, 103.5612255932 16.2317643639577, 103.560462663 16.2319065504127))"
3472,flood,1,13118,2021-09-13,"POLYGON ((103.55894140899181 16.21983489018819, 103.55963978916407 16.21964173140555, 103.55954725295305 16.219184588198615, 103.55879623442888 16.21937967902093, 103.55894140899181 16.21983489018819))"
3473,flood,1,13089,2021-10-28,"POLYGON ((103.5721730813384 16.218121887108463, 103.5720956325531 16.217774520074084, 103.57360102236271 16.217279706104552, 103.57358727604151 16.21755335093878, 103.5721730813384 16.218121887108463))"
3474,flood,1,13090,2021-10-28,"POLYGON ((103.5736033692956 16.21757781798781, 103.57363119721411 16.21784534565445, 103.5722404718399 16.2184805211982, 103.57218984514475 16.2181592314427, 103.5736033692956 16.21757781798781))"
3475,flood,1,13091,2021-10-28,"POLYGON ((103.57177678495644 16.211659922961235, 103.57114277780056 16.211881098712286, 103.57072234153749 16.21196673583598, 103.5705788433552 16.211998608289807, 103.57053492218256 16.211878523159115, 103.57109114527702 16.211715941297204, 103.57172012329102 16.211497340918974, 103.57235345989466 16.2112510530153, 103.57256535440685 16.21119535649245, 103.57263408601284 16.2114017232988, 103.57177678495644 16.211659922961235))"
3478,flood,1,13099,2021-09-28,"POLYGON ((103.57279233634472 16.21184761651846, 103.57282854616642 16.21200053995351, 103.57181500643492 16.212349204941685, 103.57079811394215 16.212643782913485, 103.57076425105333 16.212461885092196, 103.57279233634472 16.21184761651846))"
3479,flood,1,13100,2021-10-28,"POLYGON ((103.56698535382748 16.206141394935344, 103.56695115566254 16.206596314733517, 103.5669545084238 16.20674087147718, 103.56690119951963 16.20699489186792, 103.56686297804116 16.207375760864515, 103.56704235076904 16.20739700966261, 103.56715299189091 16.206814598595145, 103.56720864772797 16.206422138204463, 103.5671653971076 16.20615040963369, 103.56698535382748 16.206141394935344))"
3481,flood,1,13101,2021-09-13,"POLYGON ((103.55839055031537 16.21993179143947, 103.55880562216042 16.219831992807855, 103.5587415844202 16.219546117738037, 103.55832852423191 16.219582174076017, 103.55832852423191 16.219582174076017, 103.55839055031537 16.21993179143947))"
3483,flood,1,13107,2021-10-12,"POLYGON ((103.5525319352746 16.20487997701027, 103.5524233058095 16.20558892192172, 103.55214066803455 16.205548677614885, 103.55188854038714 16.205481711070124, 103.55165988206862 16.205293045586075, 103.55154655873775 16.205175853965844, 103.55152275413275 16.205042564510897, 103.55150062590837 16.204934709451198, 103.55144999921322 16.204706764832377, 103.5513748973608 16.204411209129162, 103.5512924194336 16.204105350364124, 103.55158008635046 16.203865170411827, 103.55183020234108 16.20374733402799, 103.55195693671703 16.203705479557755, 103.55221811681986 16.20365847375752, 103.55258692055942 16.204571865279895, 103.55269186198711 16.204642373649396, 103.55260167270899 16.204955636556935, 103.55242900550365 16.20558666824076, 103.5525319352746 16.20487997701027))"
3484,flood,1,13111,2021-10-12,"POLYGON ((103.569306337031 16.220260483141, 103.569205496308 16.22033220329, 103.569228531101 16.2205499686327, 103.569299496601 16.2209961683801, 103.56937382297 16.2213989373694, 103.569451778201 16.2218594199026, 103.569561660203 16.2218535723535, 103.569742343001 16.2218393581039, 103.570150979701 16.2217286405331, 103.570191824889 16.2217107709933, 103.5698640189 16.221177702712, 103.57002932989 16.2209062128788, 103.570015757589 16.2207291681909, 103.569914356878 16.2197571018944, 103.569195876418 16.2197910516943, 103.569599893194 16.2200520307473, 103.569525266765 16.2201041355493, 103.569306337031 16.220260483141))"
3485,flood,1,13096,2021-10-28,"POLYGON ((103.57095368206501 16.216151319566798, 103.57143279165031 16.215935943484528, 103.57197526842356 16.21578881798356, 103.57189312577248 16.21551162937799, 103.57086148113011 16.215599196552194, 103.57091043144463 16.21576209714775, 103.5707226768136 16.215818114317468, 103.57095368206501 16.216151319566798))"
3486,flood,1,13097,2021-10-28,"POLYGON ((103.57199035584927 16.215828416323948, 103.57222639024258 16.216379894822563, 103.57184987515211 16.216498689463435, 103.57141066342592 16.216749477914476, 103.57100766152143 16.216180937783907, 103.57139725238086 16.215952684234782, 103.57199035584927 16.215828416323948))"
3487,flood,1,13098,2021-10-28,"POLYGON ((103.57225522398949 16.216388587115777, 103.57193771749735 16.215673242294145, 103.57222504913807 16.215600806242538, 103.57254892587662 16.216310034526064, 103.57225522398949 16.216388587115777))"
3488,flood,1,13094,2021-11-02,"POLYGON ((104.02185883373024 15.529841503029566, 104.02169521898033 15.529005808299917, 104.02232117950918 15.52882684578762, 104.02253240346909 15.529597934061112, 104.02252368628979 15.529598257097074, 104.02185883373024 15.529841503029566, 104.02185883373024 15.529841503029566))"
3489,flood,1,13124,2021-10-25,"POLYGON ((100.5859661847353 15.123001987102048, 100.58507569134237 15.123245059253232, 100.58521181344985 15.125120039196792, 100.58669742196798 15.124975038750177, 100.58608017861843 15.122954732030985, 100.5859661847353 15.123001987102048))"
3490,flood,1,13124,2021-10-25,"POLYGON ((100.5859661847353 15.123001987102048, 100.58507569134237 15.123245059253232, 100.58521181344985 15.125120039196792, 100.58669742196798 15.124975038750177, 100.58608017861843 15.122954732030985, 100.5859661847353 15.123001987102048))"
3491,flood,1,13123,2021-10-25,"POLYGON ((103.57108745723963 16.219439880275267, 103.57139624655247 16.219423139821362, 103.57241045683622 16.219140805413254, 103.57275042682888 16.219865473644738, 103.57165407389402 16.220504505834732, 103.5717871785164 16.220780077766484, 103.57126146554947 16.220956495109146, 103.57117664068937 16.22030748454434, 103.57108745723963 16.219439880275267))"
3495,flood,1,13130,2021-11-18,"POLYGON ((99.57975558936596 11.497505929909488, 99.58016697317362 11.498374281645818, 99.57943271845579 11.49863974770361, 99.57903943955898 11.49786503293854, 99.5797522366047 11.497485231367785, 99.57975558936596 11.497505929909488))"
3496,flood,1,13128,2021-10-20,"POLYGON ((103.56916699558498 16.212999529494606, 103.56887798756361 16.21314472542595, 103.56862753629686 16.213213621018916, 103.56839820742606 16.21335109019085, 103.56859836727381 16.21366562702204, 103.56879316270351 16.214036181027506, 103.56877204030752 16.21425703217108, 103.56953646987677 16.214047770889593, 103.5693993419409 16.21355294755989, 103.56916699558498 16.212999529494606))"
3498,flood,1,13126,2021-10-23,"POLYGON ((104.005409181118 14.5896211842733, 104.005645886064 14.5894832865684, 104.005933217704 14.5893947075266, 104.005919806659 14.5890199496473, 104.005929864943 14.58867212185, 104.005721658468 14.5881338312929, 104.004930406809 14.5885222182828, 104.005409181118 14.5896211842733))"
3499,flood,1,13133,2021-10-03,"POLYGON ((102.47663419693708 15.292828914924685, 102.47380848973988 15.291448298078446, 102.47430268675089 15.2905130050398, 102.47694633901119 15.291855142779308, 102.47663419693708 15.292828914924685))"
3502,flood,1,13136,2021-10-23,"POLYGON ((104.00312762707472 14.587778863803972, 104.00349408388136 14.587587427717708, 104.0038876980543 14.586864511639966, 104.00487910956144 14.588497558811708, 104.00442447513342 14.588726632212719, 104.0042320266366 14.588842791154997, 104.00373313575984 14.588403787903166, 104.00312762707472 14.587778863803972, 104.00312762707472 14.587778863803972))"
3503,flood,1,13141,2021-10-03,"POLYGON ((102.4535273015499 15.268225794645438, 102.45400372892618 15.26760090360091, 102.4534760043025 15.266996387667934, 102.45284534990788 15.26642227381378, 102.45234075933695 15.265915435095055, 102.4518733844161 15.265510804199332, 102.4513164907694 15.266530304371626, 102.4535273015499 15.268225794645438, 102.4535273015499 15.268225794645438))"
3504,flood,1,13143,2021-10-03,"POLYGON ((102.4712336067 15.2790054566712, 102.4715909472 15.2782378569634, 102.4717874864 15.2783003296033, 102.4719454423 15.2783519779368, 102.4723552936 15.2785061995478, 102.4721758066 15.2789077869432, 102.4719642916 15.2793649293652, 102.4713883882 15.2790890479455, 102.4712336067 15.2790054566712))"
3505,flood,1,13148,2021-10-03,"POLYGON ((102.46813762933017 15.275101737354731, 102.46779229491949 15.27482552668025, 102.468197979033 15.274246582751736, 102.4688571318984 15.274626939389817, 102.46800586581229 15.275838512995733, 102.46782079339027 15.275721754605318, 102.46813762933017 15.275101737354731))"
3506,flood,1,13150,2021-11-19,"POLYGON ((99.530212841928 11.428721226055986, 99.53129176050423 11.429051825894433, 99.53117374330759 11.43008305830052, 99.53008376061916 11.429950621716516, 99.530212841928 11.428721226055986))"
3507,flood,1,13151,2021-11-19,"POLYGON ((99.5285170242 11.4286813920301, 99.5276165188 11.4284255979072, 99.5275352105 11.4281291898639, 99.5274078646 11.4271988126672, 99.5285606429 11.4273450142837, 99.5285170242 11.4286813920301))"
3508,flood,1,13152,2021-11-19,"POLYGON ((99.53366786241531 11.431318034682496, 99.53353341668844 11.430294036552187, 99.53464820981024 11.430156342041247, 99.53481987118722 11.431071565637554, 99.53366786241531 11.431318034682496))"
3509,flood,1,13153,2021-10-23,"POLYGON ((102.44196731597185 15.227134604580618, 102.44159180670977 15.227455845123423, 102.44145669043066 15.227516987527695, 102.44116365909578 15.227809435607224, 102.44106978178024 15.227730824050548, 102.44126122444868 15.227497253737779, 102.44131285697222 15.227272417804045, 102.44122434407474 15.226960558643702, 102.44106307625772 15.226727310982147, 102.44113650172949 15.225842843853473, 102.44186539202929 15.225912721420933, 102.44196731597185 15.227134604580618))"
3510,flood,1,13157,2021-10-03,"POLYGON ((102.46412202715872 15.266176455570806, 102.46223710477352 15.266087184663936, 102.46210534125566 15.266979568580183, 102.46402345597745 15.266902265447918, 102.46412202715872 15.266176455570806))"
3511,flood,1,13156,2021-10-03,"POLYGON ((102.47400831431152 15.267109916475125, 102.4747083708644 15.267358968059261, 102.47582081705332 15.265104878736123, 102.474932000041 15.264819598379216, 102.47400831431152 15.267109916475125))"
3512,flood,1,13162,2021-10-03,"POLYGON ((102.4769513681531 15.291795959537255, 102.47459907084703 15.290657244833215, 102.4748642742634 15.290117800433553, 102.47711464762686 15.291331871786577, 102.4769513681531 15.291795959537255))"
3515,flood,1,13167,2021-10-03,"POLYGON ((102.4785223245 15.2802458015648, 102.4772946598 15.2798110639968, 102.4776480497 15.2783694804631, 102.4778688973 15.2784359924707, 102.4780613435 15.2785113307246, 102.4783432683 15.2785968231323, 102.4788457149 15.2787762618635, 102.4789441322 15.2788276758427, 102.4788114142 15.2792854161075, 102.4787178898 15.2796136303033, 102.4785223245 15.2802458015648))"
3516,flood,1,13166,2021-10-03,"POLYGON ((102.4772946598 15.2798110639968, 102.4760372158 15.2793836495095, 102.4760460473 15.2793233721412, 102.4760438993 15.279276102922, 102.4763086481 15.2779109444875, 102.476743417 15.2780515611497, 102.4769984318 15.2781487464335, 102.4771828174 15.2782014298246, 102.4775354869 15.2783179066017, 102.4776480497 15.2783694804631, 102.4772946598 15.2798110639968))"
3517,flood,1,13168,2021-10-03,"POLYGON ((102.4765008666 15.2771752794961, 102.4773701025 15.2774914137594, 102.47728771 15.2777609600977, 102.4771828174 15.2782014298246, 102.4769984318 15.2781487464335, 102.476743417 15.2780515611497, 102.4763086481 15.2779109444875, 102.476338732 15.2777755675642, 102.4764555668 15.2773320342975, 102.4765008666 15.2771752794961))"
3519,flood,1,13170,2021-10-03,"POLYGON ((102.4520689098 15.2813367098251, 102.4521004711 15.2810008608665, 102.4577850782 15.2810705968918, 102.4579034786 15.2817157972319, 102.4575269908 15.2816864823112, 102.4563582538 15.2814305235612, 102.4554745296 15.2814922804158, 102.4540702841 15.2813918659535, 102.4528520441 15.2814080199202, 102.4520689098 15.2813367098251))"
3520,flood,1,13171,2021-10-03,"POLYGON ((102.4522257292 15.2801667085395, 102.4521701189 15.2801490242958, 102.4507916827 15.2798151114793, 102.45088323 15.2794526789735, 102.4522307646 15.2797030812073, 102.4562133998 15.2797612803165, 102.4578789488 15.2799198322686, 102.4577188444 15.2802897272967, 102.4553255872 15.2801854970447, 102.4522257292 15.2801667085395))"
3521,flood,1,13172,2021-10-03,"POLYGON ((102.4648566661 15.2646821628709, 102.4645202758 15.2645994477887, 102.4652073827 15.2606402010753, 102.4655580354 15.2607762435279, 102.4648566661 15.2646821628709))"
3524,flood,1,13176,2021-10-01,"POLYGON ((102.4666969465 15.2739300780928, 102.4662707544 15.2739186066918, 102.4663208749 15.2734923995677, 102.4663734287 15.2731065495653, 102.466378512 15.2728311243074, 102.466408229 15.2727307533827, 102.4665884785 15.2723574472215, 102.4666304544 15.2722781841685, 102.4671555963 15.2724641536256, 102.4668672565 15.2730989410296, 102.4668299356 15.2732500335286, 102.4667764316 15.2735599815259, 102.4666969465 15.2739300780928))"
3525,flood,1,13177,2021-10-03,"POLYGON ((102.4671555963 15.2724641536256, 102.4666304544 15.2722781841685, 102.4668517369 15.2717562408768, 102.46704015 15.2710016403, 102.4670923942 15.2708094048325, 102.4676631573 15.270898723368, 102.4677142044 15.2708897395658, 102.4677477138 15.2708359378105, 102.4679046359 15.2710416874149, 102.4679128924 15.2710904284223, 102.4679162162 15.2712243249813, 102.467924219 15.2713789907758, 102.4678848254 15.2713630693469, 102.4676670565 15.2713123967186, 102.4674010586 15.2718663838214, 102.4671555963 15.2724641536256))"
3526,flood,1,13177,2021-10-03,"POLYGON ((102.4671555963 15.2724641536256, 102.4666304544 15.2722781841685, 102.4668517369 15.2717562408768, 102.46704015 15.2710016403, 102.4670923942 15.2708094048325, 102.4676631573 15.270898723368, 102.4677142044 15.2708897395658, 102.4677477138 15.2708359378105, 102.4679046359 15.2710416874149, 102.4679128924 15.2710904284223, 102.4679162162 15.2712243249813, 102.467924219 15.2713789907758, 102.4678848254 15.2713630693469, 102.4676670565 15.2713123967186, 102.4674010586 15.2718663838214, 102.4671555963 15.2724641536256))"
3527,flood,1,13179,2021-10-03,"POLYGON ((102.4503442766 15.2927897760541, 102.4505677025 15.292227113788, 102.4527549795 15.2933929341924, 102.4526418231 15.2935350068328, 102.4525721527 15.2936119413602, 102.4503998622 15.2928164354876, 102.4503442766 15.2927897760541))"
3528,flood,1,13180,2021-10-03,"POLYGON ((102.4642326682806 15.260360506050018, 102.46390644460917 15.261997501402615, 102.46380787342787 15.26285723421829, 102.46361911296844 15.263653890942495, 102.46350243687631 15.264311138550614, 102.46298074722291 15.264213457195725, 102.46266826987267 15.264077285429778, 102.46283221989871 15.262638258210714, 102.46339213103056 15.259809986271064, 102.4642326682806 15.260360506050018))"
3529,flood,1,13181,2021-10-03,"POLYGON ((102.4673248779 15.2672988268169, 102.465743649 15.2671151333759, 102.4657937097 15.266308227812, 102.4676677234 15.2664121711252, 102.4675087461 15.266816926623, 102.4673248779 15.2672988268169))"
